is Elon Musk,context annotations domain 0,context annotations entity 0,context annotations domain 1,context annotations entity 1,context annotations domain 2,context annotations entity 2,context annotations domain 3,context annotations entity 3,context annotations domain 4,context annotations entity 4,context annotations domain 5,context annotations entity 5,annotations
False,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.4881, 'UN', 'Organization']"
False,Person,Adnan Syed,Business Taxonomy,Entertainment & Leisure Business,Business Taxonomy,Publisher & News Business,Interests and Hobbies Category,Talk radio,Podcast,Serial,Podcast,Podcasts,"[0.9715, 'Adnan Syed', 'Person']"
False,Person,Prince Philip,Politician,Prince Philip,Business Taxonomy,Gaming Business,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,"[0.7992, 'Queen Elizabeth', 'Person']"
False,Business Taxonomy,Publisher & News Business,News Vertical,Mexico national news,Unified Twitter Taxonomy,Weather,Unified Twitter Taxonomy,Mexico national news,Unified Twitter Taxonomy,Tsunamis,Brand Vertical,Entertainment,"[0.441, 'Tsunami', 'Other']"
False,Events [Entity Service],Breaking News,,,,,,,,,,,"[0.9818, 'Puerto Rico', 'Place']"
False,States,California,News Vertical,US national news,Unified Twitter Taxonomy,US national news,Events [Entity Service],Breaking News,,,,,"[0.9452, 'California', 'Place']"
False,Unified Twitter Taxonomy,Crisis in Afghanistan,Interests and Hobbies Vertical,Family and life stages,Interests and Hobbies Category,Veterans,Events [Entity Service],Breaking News,,,,,"[0.9777, 'Mark Frerichs', 'Person']"
False,TV Shows,WNBA Basketball,Sports Event,Aces at Sun,Sport,Basketball,Sports Team,Connecticut Sun,Sports Team,Las Vegas Aces,Sports League,WNBA,"[0.7055, 'Las Vegas Aces', 'Organization']"
False,Events [Entity Service],Breaking News,Events [Entity Service],Canada sends troops to clean up after storm Fiona sweeps homes in Atlantic provinces,,,,,,,,,"[0.4983, 'Hurricane Fiona', 'Place']"
False,Events [Entity Service],Breaking News,Events [Entity Service],Canada sends troops to clean up after storm Fiona sweeps homes in Atlantic provinces,,,,,,,,,"[0.9757, 'Puerto Rico', 'Place']"
False,Entities [Entity Service],Science,Entities [Entity Service],Geology,Unified Twitter Taxonomy,Geology,Unified Twitter Taxonomy,Science,Unified Twitter Taxonomy,Weather,Unified Twitter Taxonomy,Tsunamis,"[0.4508, 'Tsunami', 'Other']"
False,Person,King Charles,Politician,King Charles,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,Unified Twitter Taxonomy,British Royal Family,"[0.7359, 'King Charles III', 'Person']"
False,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,United States politics,Unified Twitter Taxonomy,US Political News,Events [Entity Service],Breaking News,,,"[0.4986, 'Department', 'Organization']"
False,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,United States politics,Unified Twitter Taxonomy,US Political News,Events [Entity Service],Breaking News,,,"[0.4986, 'Department', 'Organization']"
False,News Vertical,US Political News,Unified Twitter Taxonomy,US Political News,States,West Virginia,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,News Vertical,US national news,"[0.9381, 'West Virginia', 'Place']"
False,Events [Entity Service],Breaking News,,,,,,,,,,,"[0.8154, 'FedEx', 'Organization']"
False,Person,Donald Trump,Politician,Donald Trump,News Vertical,US Political News,Political Body,Federal Bureau of Investigation,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,"[0.9827, 'FBI', 'Organization']"
False,Person,Joe Biden,Person,Brittney Griner,Politician,Joe Biden,Business Taxonomy,Sports & Fitness Business,Athlete,Brittney Griner,News Vertical,US Political News,"[0.9512, 'Biden', 'Person']"
False,Business Taxonomy,Financial Services Business,Interests and Hobbies,Inflation,Interests and Hobbies,Mortgage Rates,News Vertical,US Political News,Unified Twitter Taxonomy,Global Economy,Unified Twitter Taxonomy,Politics,"[0.9653, 'US', 'Place']"
False,TV Shows,ATPテニス ,Business Taxonomy,Sports & Fitness Business,News Vertical,Sports news,News Vertical,UK national news,News Vertical,England national news,Unified Twitter Taxonomy,Sports,"[0.9627, 'Roger Federer', 'Person']"
False,Unified Twitter Taxonomy,Retail industry,Unified Twitter Taxonomy,Industries,Unified Twitter Taxonomy,Retail industry,News Vertical,US national news,Unified Twitter Taxonomy,US national news,Events [Entity Service],Breaking News,
False,Events [Entity Service],Breaking News,,,,,,,,,,,"[0.9306, 'US', 'Place']"
False,Events [Entity Service],Federal prosecutors say R. Kelly should be sentenced to at least 25 years in prison,,,,,,,,,,,"[0.9557, 'R. Kelly', 'Person']"
False,Events [Entity Service],Breaking News,,,,,,,,,,,"[0.8011, 'Brooklyn beach', 'Place']"
False,Person,Joe Biden,Politician,Joe Biden,News Vertical,US Political News,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,Joe Biden,"[0.968, 'Biden', 'Person']"
False,Person,Elizabeth II,Person,King Charles,Place,Buckingham Palace,Politician,Elizabeth II,Politician,King Charles,News Vertical,US Political News,"[0.4408, 'Queen', 'Person']"
False,News Vertical,US Political News,Unified Twitter Taxonomy,US Political News,Person,Bill Clinton,Politician,Bill Clinton,Unified Twitter Taxonomy,Bill Clinton,Unified Twitter Taxonomy,Politics,"[0.9608, 'Ken Starr', 'Person']"
False,Person,Ramsey Lewis,Musician,Ramsey Lewis,Cities,Chicago,News Vertical,US national news,Unified Twitter Taxonomy,US national news,Events [Entity Service],Breaking News,"[0.9416, 'Ramsey Lewis', 'Person']"
False,News Vertical,US Political News,Political Body,United States Congress,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,United States Congress,Unified Twitter Taxonomy,Government institutions,"[0.9582, 'Lindsey Graham', 'Person']"
False,Business Taxonomy,Financial Services Business,Business Taxonomy,Technology Business,Unified Twitter Taxonomy,Technology,Unified Twitter Taxonomy,Social media,Technology,Technology,Technology,Social media,"[0.9734, 'Twitter', 'Other']"
False,Person,Jean-Luc Godard,Entities [Entity Service],Jean-Luc Godard,Interests and Hobbies,Filmmaking,News Vertical,France national news,Unified Twitter Taxonomy,France national news,Unified Twitter Taxonomy,"Directors, producers & writers","[0.9858, 'Jean-Luc Godard', 'Person']"
False,Person,Donald Trump,Politician,Donald Trump,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.9692, 'Trump', 'Person']"
False,Person,Donald Trump,Politician,Donald Trump,News Vertical,Political News,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,"[0.5542, 'Justice Department', 'Organization']"
False,Person,Donald Trump,Politician,Donald Trump,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.9474, 'Texas', 'Place']"
False,Person,Donald Trump,Politician,Donald Trump,News Vertical,US Political News,Political Body,Federal Bureau of Investigation,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,"[0.9794, 'Donald Trump', 'Person']"
False,Person,Donald Trump,Politician,Donald Trump,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.9674, 'Donald Trump', 'Person']"
False,Person,King Charles,Politician,King Charles,News Vertical,UK national news,News Vertical,US Political News,News Vertical,Scotland national news,Unified Twitter Taxonomy,Politics,"[0.7386, 'King Charles III', 'Person']"
False,Person,King Charles,Politician,King Charles,News Vertical,UK national news,News Vertical,US Political News,News Vertical,England national news,Unified Twitter Taxonomy,Politics,"[0.79, 'King Charles III', 'Person']"
False,News Vertical,US Political News,Unified Twitter Taxonomy,British Royal Family,Unified Twitter Taxonomy,US Political News,Person,Elizabeth II,Politician,Elizabeth II,Unified Twitter Taxonomy,Elizabeth II,"[0.7631, 'Queen Elizabeth II', 'Person']"
False,News Vertical,UK national news,News Vertical,Scotland national news,Unified Twitter Taxonomy,UK national news,Unified Twitter Taxonomy,Scotland national news,News Vertical,UK national news,News Vertical,Scotland national news,"[0.6378, 'Palace of Holyroodhouse', 'Place']"
False,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,Europe,Events [Entity Service],Breaking News,,,,,,,"[0.9814, 'Ukraine', 'Place']"
False,Person,King Charles,Politician,King Charles,News Vertical,Australia national news,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.992, 'Australia', 'Place']"
False,Unified Twitter Taxonomy,Weather,Unified Twitter Taxonomy,Tsunamis,Events [Entity Service],Breaking News,Events [Entity Service],"M7.6 Earthquake hits Papua New Guinea, USGS says",,,,,"[0.925, 'Papua New Guinea', 'Place']"
False,Sports Event,U.S. Open Tennis,Sports Event,US Open Tennis 2022,Sports Event,US Open Tennis 2022 - Women's Final,Person,Iga Swiatek,Person,Ons Jabeur,Events [Entity Service],U.S. Open Tennis,"[0.6059, 'Iga Swiatek', 'Person']"
False,News Vertical,UK national news,News Vertical,US Political News,News Vertical,England national news,Unified Twitter Taxonomy,UK national news,Unified Twitter Taxonomy,US Political News,Unified Twitter Taxonomy,England national news,"[0.8253, 'Queen Elizabeth', 'Person']"
False,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,Russia national news,News Vertical,Russia national news,Unified Twitter Taxonomy,Russia national news,Events [Entity Service],Breaking News,"[0.9056, 'Kharkiv', 'Place']"
False,Sports League,EFL Championship,Business Taxonomy,Publisher & News Business,Business Taxonomy,Sports & Fitness Business,News Vertical,US Political News,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,"[0.4383, 'Kyiv', 'Other']"
False,Person,King Charles,Politician,King Charles,News Vertical,UK national news,News Vertical,US Political News,News Vertical,England national news,Unified Twitter Taxonomy,Politics,"[0.9704, 'Charles III', 'Person']"
False,Person,Donald Trump,Politician,Donald Trump,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.927, 'Trump', 'Person']"
False,Events [Entity Service],Breaking News,,,,,,,,,,,"[0.9869, 'Yeshiva University', 'Organization']"
False,Person,Kathy Hochul,Politician,Kathy Hochul,Ongoing News Story,COVID-19,Unified Twitter Taxonomy,COVID-19,News Vertical,US national news,Unified Twitter Taxonomy,US national news,"[0.948, 'New York', 'Place']"
False,Person,Donald Trump,Politician,Donald Trump,News Vertical,US Political News,Political Body,Federal Bureau of Investigation,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,"[0.4664, 'Justice Department', 'Organization']"
False,Person,King Charles,Politician,King Charles,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,Unified Twitter Taxonomy,US Political News,"[0.8277, 'Queen Elizabeth', 'Person']"
False,News Vertical,US Political News,Unified Twitter Taxonomy,British Royal Family,Unified Twitter Taxonomy,US Political News,Person,Elizabeth II,Politician,Elizabeth II,Unified Twitter Taxonomy,Elizabeth II,"[0.806, 'Queen Elizabeth II', 'Person']"
False,Place,Buckingham Palace,News Vertical,US Political News,Unified Twitter Taxonomy,Buckingham Palace,Unified Twitter Taxonomy,US Political News,Points of Interest,Buckingham Palace,Person,Elizabeth II,"[0.835, 'Queen Elizabeth II', 'Person']"
False,Person,Donald Trump,Politician,Donald Trump,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.9476, 'Trump', 'Person']"
False,Place,Buckingham Palace,News Vertical,UK national news,News Vertical,US Political News,Unified Twitter Taxonomy,UK national news,Unified Twitter Taxonomy,Buckingham Palace,Unified Twitter Taxonomy,US Political News,"[0.8178, 'Britain', 'Place']"
False,Sports League,EFL Championship,Business Taxonomy,Publisher & News Business,Business Taxonomy,Sports & Fitness Business,News Vertical,US Political News,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,"[0.5912, 'US', 'Place']"
False,Events [Entity Service],Breaking News,Events [Entity Service],Police confirm four dead in shooting across multiple locations around Memphis,,,,,,,,,"[0.9728, 'Memphis', 'Place']"
False,Events [Entity Service],Breaking News,Events [Entity Service],"The second suspect in stabbings across Saskatchewan, Canada has died in police custody",,,,,,,,,"[0.9145, 'Saskatchewan', 'Place']"
False,Events [Entity Service],Breaking News,Events [Entity Service],"The second suspect in stabbings across Saskatchewan, Canada has died in police custody",,,,,,,,,"[0.9669, 'Canada', 'Place']"
False,Interests and Hobbies Vertical,Business & finance,Interests and Hobbies Category,Personal finance,Interests and Hobbies,Insurance,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,United States Healthcare System,"[0.9883, 'Texas', 'Place']"
False,Events [Entity Service],Breaking News,,,,,,,,,,,"[0.9572, 'Memphis', 'Place']"
False,Events [Entity Service],2022 Conservative Party leadership election,Political Race,2022 Conservative Party leadership election,News Vertical,UK national news,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Entities [Entity Service],Conservative Party (UK),"[0.9739, 'Liz Truss', 'Person']"
False,Events [Entity Service],Boris Johnson's resignation,Events [Entity Service],2022 Conservative Party leadership election,Political Race,2022 Conservative Party leadership election,News Vertical,UK national news,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,"[0.9813, 'Boris Johnson', 'Person']"
False,Events [Entity Service],Breaking News,,,,,,,,,,,
False,News Vertical,US Political News,Political Body,United States Coast Guard,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,United States Coast Guard,Unified Twitter Taxonomy,Government institutions,Unified Twitter Taxonomy,US Political News,"[0.4938, 'US Coast Guard', 'Place']"
False,Events [Entity Service],Breaking News,Events [Entity Service],"The second suspect in stabbings across Saskatchewan, Canada has died in police custody",,,,,,,,,"[0.9607, 'Canada', 'Place']"
False,Person,Tate Reeves,Place,"Jackson, MS",Politician,Tate Reeves,Cities,"Jackson, MS",States,Mississippi,News Vertical,US national news,"[0.95, 'Mississippi', 'Place']"
False,Person,Donald Trump,Politician,Donald Trump,News Vertical,US Political News,Political Body,Federal Bureau of Investigation,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,"[0.9745, 'Donald Trump', 'Person']"
False,Events [Entity Service],Boris Johnson's resignation,Events [Entity Service],2022 Conservative Party leadership election,Political Race,2022 Conservative Party leadership election,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Entities [Entity Service],Conservative Party (UK),"[0.9782, 'Boris Johnson', 'Person']"
False,Events [Entity Service],Breaking News,,,,,,,,,,,"[0.9617, 'Canada', 'Place']"
False,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,Russia national news,News Vertical,Russia national news,Unified Twitter Taxonomy,Russia national news,Events [Entity Service],Breaking News,"[0.8117, 'US', 'Place']"
